Age,AgeGroup,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,HighestEducation,Race,Nationality,MalaysiaPR,MovingToNewCompany,Occupation,Telco,HomeAddress,ResidentialType,NoOfDependent,FamilyExpenses(month),AnnualSalary,Saving(month),Customer_Needs_1,Customer_Needs_2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication
32,27-35,male,married,sometimes,outdoor,english,Bachelor,unknown,others,yes,yes,employer,maxis,east_mal,terrace,2,10048.0,152890.0,2692.833333333334,PersonalMedical,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,no
21,18-26,female,unknown,frequent,pub_goer,malay,Bachelor,indian,others,yes,yes,unknown,umobile,east_mal,bungalow,2,9373.0,100793.0,-973.5833333333339,PersonalRetirement,KidSaving,HomeSafe,driving,NoMoneyDown,yes
31,27-35,male,unknown,unknown,home,malay,Bachelor,unknown,others,yes,yes,privateEemployee,umobile,central_mal,terrace,2,7214.0,105648.0,1590.0,PersonalSaving,KidSaving,COVIDFree,driving,NoMoneyDown,yes
20,18-26,male,unknown,once_in_a_while,pub_goer,english,PhD,unknown,unknown,no,no,privateEemployee,maxis,unknown,terrace,2,10433.0,196393.0,5933.083333333334,PersonalRetirement,KidMedical,COVIDFree,publicTransport,NoMoneyDown,no
35,27-35,male,married,once_in_a_while,pub_goer,english,Bachelor,malay,Malaysian,no,yes,selfEmployed,digi,central_mal,flat,3,9647.0,116293.0,44.08333333333394,PersonalMedical,KidEducation,HomeSafe,driving,KidsFlyUp,yes
32,27-35,male,single,sometimes,home,english,Bachelor,chinese,Malaysian,no,no,employer,maxis,central_mal,flat,2,4495.0,82059.0,2343.25,PersonalSaving,KidSaving,HomeSafe,driving,KidsFlyUp,yes
41,36-44,male,married,frequent,outdoor,english,Bachelor,unknown,Malaysian,no,no,privateEemployee,digi,east_mal,terrace,2,6821.0,165152.0,6941.666666666666,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,yes
30,27-35,male,married,frequent,home,mandarin,Diploma,malay,Malaysian,yes,yes,privateEemployee,digi,unknown,condominium,2,8132.0,142005.0,3701.75,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
31,27-35,female,single,unknown,pub_goer,mandarin,Master,chinese,Malaysian,yes,yes,selfEmployed,digi,central_mal,condominium,2,4231.0,100793.0,4168.416666666666,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,yes
32,27-35,female,single,sometimes,outdoor,english,Diploma,indian,unknown,yes,no,govServant,maxis,central_mal,terrace,3,2633.0,117663.0,7172.25,PersonalMedical,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no
36,36-44,male,single,once_in_a_while,outdoor,malay,Bachelor,indian,Malaysian,yes,no,govServant,maxis,central_mal,condominium,2,7750.0,51589.0,-3450.916666666667,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,no
19,18-26,male,married,sometimes,outdoor,malay,Bachelor,unknown,Malaysian,yes,yes,privateEemployee,digi,east_mal,terrace,2,7080.0,169876.0,7076.333333333334,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
25,18-26,male,single,unknown,home,malay,Bachelor,malay,unknown,yes,no,privateEemployee,umobile,south_mal,terrace,2,2514.0,48836.0,1555.6666666666665,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
20,18-26,female,single,frequent,pub_goer,malay,Bachelor,unknown,Malaysian,no,yes,privateEemployee,maxis,south_mal,bungalow,3,3612.0,62841.0,1624.75,PersonalMedical,KidMedical,SchoolAgain,driving,NoMoneyDown,no
20,18-26,male,married,frequent,home,malay,Bachelor,indian,others,yes,yes,unknown,maxis,south_mal,terrace,3,5174.0,102510.0,3368.5,PersonalSaving,KidEducation,COVIDFree,driving,XEdu,no
18,18-26,female,unknown,unknown,outdoor,malay,Diploma,unknown,Malaysian,no,yes,selfEmployed,digi,east_mal,bungalow,2,5512.0,124379.0,4852.916666666666,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
40,36-44,female,married,unknown,pub_goer,malay,Bachelor,chinese,Malaysian,no,yes,selfEmployed,celcom,unknown,condominium,2,3044.0,100793.0,5355.416666666666,PersonalRetirement,KidEducation,HomeSafe,driving,XEdu,no
22,18-26,female,single,once_in_a_while,home,malay,Diploma,others,Malaysian,yes,no,selfEmployed,umobile,north_mal,terrace,2,7540.0,107034.0,1379.5,PersonalSaving,KidEducation,COVIDFree,driving,XEdu,no
41,36-44,male,single,sometimes,home,mandarin,Bachelor,malay,unknown,yes,yes,govServant,maxis,north_mal,flat,2,5777.0,88609.0,1607.083333333333,PersonalSaving,KidMedical,COVIDFree,driving,KidsFlyUp,no
31,27-35,female,unknown,frequent,home,english,Bachelor,malay,unknown,yes,yes,unknown,celcom,north_mal,flat,2,8868.0,143859.0,3120.25,PersonalSaving,KidEducation,SchoolAgain,driving,KidsFlyUp,no
20,18-26,male,unknown,sometimes,home,malay,Bachelor,others,Malaysian,yes,no,govServant,celcom,east_mal,terrace,3,3612.0,82995.0,3304.25,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
34,27-35,female,single,sometimes,home,english,Bachelor,malay,Malaysian,yes,no,privateEemployee,maxis,unknown,bungalow,3,3895.0,110833.0,5341.083333333334,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,no
37,36-44,male,unknown,frequent,pub_goer,english,Bachelor,chinese,Malaysian,no,no,privateEemployee,maxis,central_mal,condominium,2,2842.0,119104.0,7083.333333333334,PersonalMedical,KidSaving,COVIDFree,publicTransport,XEdu,yes
29,27-35,male,married,once_in_a_while,pub_goer,mandarin,Bachelor,malay,unknown,yes,yes,unknown,umobile,south_mal,terrace,2,6920.0,118085.0,2920.416666666666,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
18,18-26,female,married,unknown,pub_goer,english,Bachelor,indian,unknown,yes,yes,privateEemployee,celcom,east_mal,bungalow,2,5592.0,166208.0,8258.666666666666,PersonalRetirement,KidEducation,COVIDFree,driving,KidsFlyUp,no
24,18-26,female,single,frequent,home,mandarin,Bachelor,malay,Malaysian,yes,no,govServant,digi,unknown,condominium,2,8091.0,74541.0,-1879.25,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
25,18-26,female,married,sometimes,home,malay,Bachelor,unknown,Malaysian,yes,yes,privateEemployee,umobile,central_mal,condominium,2,4390.0,104569.0,4324.083333333334,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsFlyUp,no
41,36-44,male,married,frequent,pub_goer,malay,Bachelor,malay,others,no,yes,govServant,digi,east_mal,flat,2,2814.0,148736.0,9580.666666666666,PersonalMedical,KidEducation,HomeSafe,publicTransport,XEdu,yes
43,36-44,female,unknown,sometimes,outdoor,english,Bachelor,chinese,Malaysian,yes,no,unknown,maxis,north_mal,flat,3,3527.0,76273.0,2829.083333333333,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
37,36-44,female,single,sometimes,outdoor,english,Diploma,unknown,Malaysian,yes,yes,unknown,digi,east_mal,terrace,3,3708.0,115362.0,5905.5,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,yes
35,27-35,male,single,frequent,home,english,Master,chinese,others,yes,no,govServant,maxis,central_mal,flat,2,5644.0,142220.0,6207.666666666666,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,no
29,27-35,female,unknown,unknown,home,malay,Bachelor,indian,Malaysian,yes,no,selfEmployed,digi,south_mal,flat,3,5971.0,166134.0,7873.5,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
20,18-26,female,unknown,frequent,outdoor,english,Diploma,indian,unknown,no,yes,employer,digi,east_mal,terrace,2,7012.0,161694.0,6462.5,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
23,18-26,female,unknown,unknown,pub_goer,english,Bachelor,indian,Malaysian,no,yes,govServant,maxis,north_mal,terrace,2,6821.0,150288.0,5703.0,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
36,36-44,male,unknown,frequent,home,malay,Bachelor,unknown,others,yes,no,privateEemployee,digi,south_mal,condominium,3,3831.0,184694.0,11560.166666666666,PersonalRetirement,KidSaving,COVIDFree,driving,XEdu,no
32,27-35,male,unknown,once_in_a_while,pub_goer,malay,Diploma,indian,others,yes,yes,unknown,maxis,central_mal,condominium,2,10209.0,86701.0,-2983.916666666667,PersonalMedical,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,yes
26,18-26,male,married,once_in_a_while,home,mandarin,Diploma,chinese,Malaysian,yes,yes,privateEemployee,maxis,central_mal,condominium,2,6821.0,63744.0,-1509.0,PersonalMedical,KidMedical,COVIDFree,driving,XEdu,no
22,18-26,female,unknown,unknown,home,malay,PhD,chinese,Malaysian,yes,no,unknown,celcom,central_mal,condominium,2,6821.0,112657.0,2567.083333333334,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
38,36-44,male,unknown,once_in_a_while,home,mandarin,PhD,others,Malaysian,yes,yes,govServant,digi,unknown,condominium,3,6557.0,115833.0,3095.75,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
24,18-26,female,single,frequent,home,english,Bachelor,malay,others,yes,yes,govServant,maxis,south_mal,condominium,3,7596.0,133892.0,3561.666666666666,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,no
38,36-44,male,single,frequent,pub_goer,english,Bachelor,others,Malaysian,yes,yes,unknown,digi,east_mal,condominium,3,3372.0,166134.0,10472.5,PersonalRetirement,KidEducation,COVIDFree,publicTransport,NoMoneyDown,no
27,27-35,male,married,frequent,pub_goer,malay,Bachelor,unknown,Malaysian,no,no,privateEemployee,maxis,unknown,condominium,2,8770.0,189642.0,7033.5,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,yes
33,27-35,male,single,once_in_a_while,pub_goer,malay,Diploma,chinese,Malaysian,yes,no,selfEmployed,maxis,central_mal,flat,3,9060.0,166134.0,4784.5,PersonalMedical,KidSaving,HomeSafe,driving,KidsFlyUp,no
43,36-44,female,single,frequent,home,english,Bachelor,unknown,unknown,yes,yes,employer,umobile,east_mal,terrace,2,6295.0,63735.0,-983.75,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,yes
18,18-26,male,single,once_in_a_while,home,malay,Diploma,chinese,unknown,yes,yes,selfEmployed,digi,unknown,terrace,2,7487.0,151748.0,5158.666666666666,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,no
42,36-44,male,married,once_in_a_while,pub_goer,mandarin,PhD,unknown,Malaysian,yes,yes,unknown,maxis,central_mal,condominium,3,3087.0,165602.0,10713.166666666666,PersonalMedical,KidSaving,HomeSafe,driving,NoMoneyDown,yes
25,18-26,female,married,unknown,outdoor,mandarin,Diploma,indian,Malaysian,yes,no,unknown,maxis,south_mal,condominium,2,6342.0,59798.0,-1358.833333333333,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,no
26,18-26,female,married,frequent,home,malay,PhD,chinese,Malaysian,yes,yes,privateEemployee,maxis,unknown,terrace,2,3333.0,170449.0,10871.083333333334,PersonalSaving,KidEducation,HomeSafe,driving,XEdu,yes
19,18-26,male,single,frequent,pub_goer,mandarin,Bachelor,others,unknown,yes,no,govServant,umobile,south_mal,bungalow,2,5875.0,102928.0,2702.333333333334,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
33,27-35,female,married,once_in_a_while,pub_goer,english,Master,others,Malaysian,yes,yes,unknown,celcom,central_mal,condominium,3,8903.0,166134.0,4941.5,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,yes
41,36-44,male,married,unknown,outdoor,mandarin,Bachelor,chinese,others,yes,no,unknown,umobile,central_mal,terrace,2,5367.0,100793.0,3032.416666666666,PersonalRetirement,KidEducation,COVIDFree,driving,KidsFlyUp,no
28,27-35,male,unknown,sometimes,home,mandarin,Master,others,others,yes,no,unknown,celcom,unknown,flat,3,4108.0,176325.0,10585.75,PersonalMedical,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,yes
32,27-35,male,single,frequent,home,malay,Diploma,chinese,Malaysian,yes,yes,govServant,maxis,south_mal,flat,2,7327.0,143892.0,4664.0,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,no
21,18-26,male,single,frequent,home,malay,PhD,chinese,Malaysian,no,no,privateEemployee,digi,central_mal,flat,3,4006.0,139775.0,7641.916666666666,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,yes
42,36-44,female,married,once_in_a_while,pub_goer,english,Master,chinese,Malaysian,yes,no,privateEemployee,maxis,central_mal,bungalow,2,5225.0,154573.0,7656.083333333334,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
25,18-26,male,married,unknown,outdoor,malay,PhD,others,others,no,yes,privateEemployee,umobile,south_mal,flat,3,9271.0,104028.0,-602.0,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,no
18,18-26,male,unknown,frequent,home,english,Bachelor,chinese,others,yes,yes,govServant,digi,central_mal,flat,2,4697.0,135173.0,6567.416666666666,PersonalMedical,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
28,27-35,male,married,frequent,home,english,Bachelor,malay,Malaysian,yes,no,unknown,maxis,central_mal,flat,3,4548.0,62704.0,677.333333333333,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,no
30,27-35,female,single,once_in_a_while,pub_goer,english,Diploma,indian,Malaysian,yes,no,selfEmployed,maxis,east_mal,flat,3,8005.0,82754.0,-1108.833333333333,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,no
25,18-26,male,unknown,once_in_a_while,home,english,Diploma,indian,Malaysian,yes,yes,unknown,celcom,south_mal,condominium,3,8648.0,106170.0,199.5,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
29,27-35,male,single,sometimes,pub_goer,mandarin,Bachelor,others,Malaysian,yes,yes,unknown,maxis,east_mal,condominium,3,4935.0,92229.0,2750.75,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
34,27-35,male,single,frequent,pub_goer,malay,Bachelor,chinese,Malaysian,yes,yes,govServant,digi,unknown,condominium,2,8975.0,85782.0,-1826.5,PersonalSaving,KidSaving,SchoolAgain,driving,XEdu,yes
32,27-35,male,unknown,unknown,outdoor,malay,Bachelor,indian,unknown,yes,yes,unknown,maxis,central_mal,condominium,2,3712.0,67373.0,1902.416666666667,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,no
32,27-35,male,unknown,once_in_a_while,outdoor,malay,Bachelor,malay,others,yes,yes,privateEemployee,umobile,east_mal,flat,2,8167.0,174825.0,6401.75,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
41,36-44,female,married,once_in_a_while,pub_goer,malay,Bachelor,others,Malaysian,yes,yes,privateEemployee,maxis,north_mal,terrace,2,6284.0,65852.0,-796.333333333333,PersonalMedical,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
23,18-26,male,single,unknown,outdoor,malay,Bachelor,indian,others,yes,no,unknown,umobile,east_mal,terrace,3,6736.0,197612.0,9731.666666666668,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
41,36-44,female,single,frequent,pub_goer,english,Diploma,chinese,Malaysian,no,yes,privateEemployee,umobile,central_mal,condominium,2,6747.0,159272.0,6525.666666666666,PersonalRetirement,KidEducation,COVIDFree,driving,NoMoneyDown,no
22,18-26,female,unknown,once_in_a_while,outdoor,mandarin,Bachelor,unknown,Malaysian,yes,yes,privateEemployee,celcom,unknown,condominium,2,8719.0,132228.0,2300.0,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
33,27-35,female,married,frequent,home,english,Bachelor,chinese,others,yes,yes,privateEemployee,digi,central_mal,terrace,2,4512.0,158866.0,8726.833333333334,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
20,18-26,female,single,frequent,home,english,Bachelor,unknown,others,yes,no,privateEemployee,maxis,north_mal,flat,2,6350.0,100793.0,2049.416666666666,PersonalSaving,KidMedical,SchoolAgain,driving,KidsFlyUp,no
34,27-35,male,married,once_in_a_while,outdoor,mandarin,Diploma,unknown,Malaysian,yes,yes,unknown,maxis,south_mal,terrace,2,10395.0,172818.0,4006.5,PersonalSaving,KidMedical,HomeSafe,publicTransport,XEdu,no
23,18-26,male,single,once_in_a_while,home,english,Bachelor,malay,Malaysian,yes,no,selfEmployed,digi,east_mal,flat,3,8653.0,166134.0,5191.5,PersonalSaving,KidMedical,COVIDFree,driving,NoMoneyDown,no
24,18-26,male,single,sometimes,pub_goer,malay,Bachelor,chinese,unknown,yes,yes,privateEemployee,celcom,central_mal,condominium,2,3230.0,74541.0,2981.75,PersonalMedical,KidMedical,HomeSafe,driving,XEdu,yes
27,27-35,female,married,once_in_a_while,pub_goer,english,Diploma,unknown,Malaysian,yes,yes,unknown,umobile,central_mal,flat,2,7463.0,136893.0,3944.75,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
41,36-44,male,unknown,once_in_a_while,pub_goer,english,Diploma,chinese,others,yes,yes,privateEemployee,maxis,east_mal,terrace,2,4532.0,142979.0,7382.916666666666,PersonalMedical,KidMedical,COVIDFree,driving,XEdu,no
42,36-44,male,unknown,sometimes,pub_goer,mandarin,Bachelor,malay,unknown,yes,no,unknown,celcom,central_mal,flat,3,4946.0,76437.0,1423.75,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
18,18-26,male,married,frequent,home,malay,Bachelor,others,others,yes,no,privateEemployee,maxis,east_mal,flat,2,6247.0,61448.0,-1126.333333333333,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,yes
40,36-44,male,unknown,frequent,home,malay,Master,chinese,Malaysian,no,no,unknown,celcom,unknown,flat,2,2541.0,147702.0,9767.5,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,yes
34,27-35,male,unknown,sometimes,pub_goer,english,Bachelor,chinese,others,yes,yes,privateEemployee,maxis,east_mal,condominium,3,3995.0,60906.0,1080.5,PersonalRetirement,KidSaving,HomeSafe,driving,XEdu,yes
26,18-26,male,single,sometimes,pub_goer,english,Bachelor,unknown,Malaysian,yes,yes,privateEemployee,maxis,unknown,flat,2,9696.0,173756.0,4783.666666666666,PersonalRetirement,KidEducation,COVIDFree,driving,NoMoneyDown,no
21,18-26,female,unknown,frequent,pub_goer,malay,Bachelor,others,others,yes,yes,employer,digi,unknown,terrace,3,3937.0,118804.0,5963.333333333334,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,yes
34,27-35,female,unknown,unknown,home,english,Bachelor,unknown,Malaysian,yes,no,unknown,digi,south_mal,condominium,2,6821.0,159890.0,6503.166666666666,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,no
40,36-44,male,single,frequent,pub_goer,english,Bachelor,unknown,unknown,yes,no,unknown,digi,east_mal,flat,3,7382.0,106189.0,1467.083333333334,PersonalSaving,KidEducation,SchoolAgain,publicTransport,XEdu,no
27,27-35,male,single,frequent,pub_goer,malay,Master,malay,Malaysian,no,no,privateEemployee,maxis,north_mal,condominium,2,4099.0,144792.0,7967.0,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,no
28,27-35,male,single,frequent,home,malay,Bachelor,malay,Malaysian,yes,no,selfEmployed,digi,central_mal,condominium,2,5620.0,128028.0,5049.0,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,no
23,18-26,female,single,frequent,home,mandarin,Bachelor,others,Malaysian,no,yes,unknown,digi,unknown,terrace,2,8073.0,199918.0,8586.833333333332,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
44,36-44,male,married,once_in_a_while,outdoor,english,Diploma,malay,Malaysian,yes,yes,selfEmployed,maxis,east_mal,terrace,2,5974.0,157308.0,7135.0,PersonalMedical,KidSaving,SchoolAgain,publicTransport,KidsFlyUp,yes
27,27-35,male,unknown,sometimes,pub_goer,malay,Bachelor,unknown,others,yes,yes,privateEemployee,umobile,central_mal,flat,2,7147.0,176444.0,7556.666666666666,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,no
37,36-44,female,married,sometimes,outdoor,malay,Bachelor,unknown,others,yes,no,unknown,umobile,unknown,condominium,2,5225.0,154573.0,7656.083333333334,PersonalSaving,KidMedical,COVIDFree,driving,XEdu,yes
29,27-35,female,married,sometimes,home,malay,Diploma,malay,others,no,yes,govServant,umobile,north_mal,flat,3,8270.0,49206.0,-4169.5,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,no
18,18-26,female,single,frequent,home,mandarin,Bachelor,unknown,Malaysian,no,yes,unknown,digi,central_mal,flat,2,9329.0,130938.0,1582.5,PersonalSaving,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
42,36-44,female,single,frequent,outdoor,mandarin,Bachelor,unknown,unknown,yes,yes,privateEemployee,celcom,south_mal,condominium,3,3267.0,100960.0,5146.333333333334,PersonalSaving,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
44,36-44,male,unknown,sometimes,home,english,Bachelor,malay,Malaysian,yes,no,privateEemployee,celcom,east_mal,condominium,3,3614.0,101414.0,4837.166666666666,PersonalMedical,KidSaving,HomeSafe,driving,XEdu,yes
23,18-26,male,unknown,unknown,home,english,Diploma,malay,Malaysian,yes,yes,unknown,maxis,central_mal,bungalow,2,4726.0,50466.0,-520.5,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
42,36-44,male,single,unknown,home,malay,Diploma,malay,others,yes,no,govServant,celcom,north_mal,flat,2,10101.0,97705.0,-1958.916666666667,PersonalSaving,KidEducation,SchoolAgain,publicTransport,XEdu,yes
34,27-35,male,single,once_in_a_while,home,mandarin,Bachelor,others,Malaysian,yes,no,unknown,maxis,unknown,condominium,2,5908.0,138061.0,5597.083333333334,PersonalRetirement,KidMedical,COVIDFree,driving,KidsFlyUp,no
43,36-44,male,single,frequent,pub_goer,malay,Bachelor,unknown,Malaysian,yes,yes,selfEmployed,maxis,central_mal,condominium,3,3527.0,52704.0,865.0,PersonalMedical,KidEducation,SchoolAgain,publicTransport,XEdu,yes
31,27-35,male,married,frequent,pub_goer,english,Bachelor,chinese,unknown,no,yes,privateEemployee,maxis,east_mal,terrace,2,7471.0,105122.0,1289.166666666666,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,no
18,18-26,male,married,frequent,home,mandarin,Bachelor,malay,unknown,no,yes,govServant,celcom,central_mal,condominium,3,3220.0,80704.0,3505.333333333333,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,no
28,27-35,male,unknown,frequent,home,english,Diploma,unknown,Malaysian,yes,yes,privateEemployee,digi,north_mal,condominium,3,4108.0,197879.0,12381.916666666668,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,yes
34,27-35,male,single,frequent,outdoor,english,Diploma,malay,unknown,yes,yes,selfEmployed,celcom,east_mal,bungalow,2,5225.0,154573.0,7656.083333333334,PersonalSaving,KidMedical,SchoolAgain,driving,NoMoneyDown,no
32,27-35,female,unknown,frequent,home,english,Diploma,indian,Malaysian,yes,no,privateEemployee,celcom,unknown,terrace,2,6798.0,111595.0,2501.583333333334,PersonalMedical,KidSaving,HomeSafe,driving,NoMoneyDown,no
21,18-26,female,married,once_in_a_while,pub_goer,english,Bachelor,malay,unknown,yes,yes,unknown,maxis,unknown,terrace,3,7009.0,108859.0,2062.583333333334,PersonalRetirement,KidSaving,HomeSafe,driving,KidsFlyUp,no
32,27-35,female,unknown,sometimes,outdoor,mandarin,Bachelor,chinese,Malaysian,yes,yes,govServant,celcom,central_mal,condominium,2,4482.0,149816.0,8002.666666666666,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
34,27-35,male,single,once_in_a_while,home,malay,Master,others,Malaysian,yes,no,unknown,digi,south_mal,flat,3,2958.0,52700.0,1433.666666666667,PersonalSaving,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
38,36-44,male,single,frequent,pub_goer,malay,Bachelor,unknown,Malaysian,no,yes,privateEemployee,maxis,south_mal,condominium,3,4253.0,133485.0,6870.75,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,no
30,27-35,female,unknown,sometimes,pub_goer,malay,Bachelor,unknown,Malaysian,yes,yes,unknown,maxis,unknown,condominium,2,3771.0,168995.0,10311.916666666666,PersonalRetirement,KidSaving,SchoolAgain,driving,KidsFlyUp,yes
42,36-44,male,unknown,frequent,home,english,Master,others,others,yes,yes,privateEemployee,digi,north_mal,condominium,2,4520.0,132329.0,6507.416666666666,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,yes
20,18-26,male,single,once_in_a_while,home,malay,Diploma,malay,Malaysian,yes,yes,employer,digi,north_mal,flat,2,9649.0,115592.0,-16.33333333333394,PersonalSaving,KidMedical,COVIDFree,driving,XEdu,yes
28,27-35,male,single,frequent,pub_goer,english,Bachelor,malay,Malaysian,yes,yes,govServant,maxis,central_mal,terrace,2,4776.0,122010.0,5391.5,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes
40,36-44,male,single,sometimes,pub_goer,malay,Bachelor,others,Malaysian,yes,no,govServant,celcom,central_mal,condominium,3,2625.0,101680.0,5848.333333333334,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
23,18-26,male,single,frequent,outdoor,malay,PhD,malay,unknown,yes,no,govServant,digi,south_mal,terrace,3,6271.0,137283.0,5169.25,PersonalSaving,KidSaving,SchoolAgain,driving,KidsFlyUp,yes
25,18-26,male,unknown,once_in_a_while,pub_goer,malay,Bachelor,malay,unknown,yes,yes,unknown,digi,south_mal,terrace,2,5225.0,122523.0,4985.25,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes
18,18-26,male,single,unknown,pub_goer,malay,Bachelor,malay,Malaysian,no,no,privateEemployee,maxis,north_mal,condominium,2,4169.0,101389.0,4280.083333333334,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,no
22,18-26,male,married,sometimes,pub_goer,mandarin,Bachelor,malay,Malaysian,yes,yes,govServant,celcom,north_mal,condominium,2,8954.0,80167.0,-2273.416666666667,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,no
20,18-26,male,married,frequent,home,malay,PhD,malay,Malaysian,yes,no,unknown,celcom,central_mal,flat,3,10161.0,90011.0,-2660.083333333333,PersonalSaving,KidMedical,HomeSafe,driving,KidsFlyUp,yes
40,36-44,male,single,unknown,pub_goer,mandarin,Diploma,malay,Malaysian,yes,no,govServant,digi,central_mal,flat,2,5225.0,154573.0,7656.083333333334,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,no
35,27-35,female,single,sometimes,home,english,Bachelor,others,Malaysian,yes,yes,selfEmployed,umobile,north_mal,flat,2,2987.0,158069.0,10185.416666666666,PersonalRetirement,KidSaving,SchoolAgain,publicTransport,XEdu,yes
33,27-35,female,married,sometimes,home,mandarin,Bachelor,malay,Malaysian,yes,no,unknown,digi,south_mal,condominium,2,6483.0,100793.0,1916.416666666666,PersonalMedical,KidMedical,HomeSafe,driving,XEdu,yes
35,27-35,male,unknown,sometimes,home,malay,Bachelor,malay,unknown,yes,no,privateEemployee,maxis,south_mal,condominium,3,5940.0,182072.0,9232.666666666666,PersonalRetirement,KidEducation,HomeSafe,driving,KidsFlyUp,yes
32,27-35,male,single,sometimes,home,malay,Master,chinese,Malaysian,no,yes,privateEemployee,maxis,south_mal,bungalow,2,2959.0,198358.0,13570.833333333332,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,no
